cohort_type,cohort_month,dimension,first_value,m,metric,measure,cohort_size,ltv_per_user
purchase,2025-01-01,category,pom hl,0,any,gm,5,33.08596185325
purchase,2025-01-01,category,pom hl,1,any,revenue,5,138.092643056
purchase,2025-01-01,category,pom hl,1,any,gm,5,33.289961853692
purchase,2025-01-01,category,pom hl,2,any,revenue,5,207.138964584
purchase,2025-01-01,category,pom hl,2,any,gm,5,49.93494278053801
purchase,2025-01-01,category,pom hl,3,any,revenue,5,76.294277928
purchase,2025-01-01,category,pom hl,3,any,gm,5,24.9024523156992
purchase,2025-01-01,category,pom hl,4,any,revenue,5,67.35694823200001
purchase,2025-01-01,category,pom hl,4,any,gm,5,20.489983652174402
purchase,2025-01-01,category,pom hl,5,any,revenue,5,83.65122616200001
purchase,2025-01-01,category,pom hl,5,any,gm,5,25.446702998480404
purchase,2025-01-01,category,pom hl,6,any,revenue,5,99.94550409200001
purchase,2025-01-01,category,pom hl,6,any,gm,5,34.92019618698241
purchase,2025-01-01,category,pom hl,7,any,revenue,5,95.36784741
purchase,2025-01-01,category,pom hl,7,any,gm,5,36.2188010893698
purchase,2025-01-01,category,pom hl,8,any,revenue,5,0.0
purchase,2025-01-01,category,pom hl,8,any,gm,5,0.0
purchase,2025-01-01,category,pom hl,0,same,revenue,5,170.408719348
purchase,2025-01-01,category,pom hl,0,same,gm,5,33.08596185325
purchase,2025-01-01,category,pom hl,1,same,revenue,5,138.092643056
purchase,2025-01-01,category,pom hl,1,same,gm,5,33.289961853692
purchase,2025-01-01,category,pom hl,2,same,revenue,5,207.138964584
purchase,2025-01-01,category,pom hl,2,same,gm,5,49.93494278053801
purchase,2025-01-01,category,pom hl,3,same,revenue,5,76.294277928
purchase,2025-01-01,category,pom hl,3,same,gm,5,24.9024523156992
purchase,2025-01-01,category,pom hl,4,same,revenue,5,67.35694823200001
purchase,2025-01-01,category,pom hl,4,same,gm,5,20.489983652174402
purchase,2025-01-01,category,pom hl,5,same,revenue,5,83.65122616200001
purchase,2025-01-01,category,pom hl,5,same,gm,5,25.446702998480404
purchase,2025-01-01,category,pom hl,6,same,revenue,5,99.94550409200001
purchase,2025-01-01,category,pom hl,6,same,gm,5,34.92019618698241
purchase,2025-01-01,category,pom hl,7,same,revenue,5,95.36784741
purchase,2025-01-01,category,pom hl,7,same,gm,5,36.2188010893698
purchase,2025-01-01,category,pom hl,8,same,revenue,5,0.0
purchase,2025-01-01,category,pom hl,8,same,gm,5,0.0
purchase,2025-01-01,category,pom sh,0,any,revenue,8,145.74250681375003
purchase,2025-01-01,category,pom sh,0,any,gm,8,43.665708447980506
purchase,2025-01-01,category,pom sh,1,any,revenue,8,118.460490475
purchase,2025-01-01,category,pom sh,1,any,gm,8,37.224264308675004
purchase,2025-01-01,category,pom sh,2,any,revenue,8,137.8405994625
purchase,2025-01-01,category,pom sh,2,any,gm,8,42.8293119910125
purchase,2025-01-01,category,pom sh,3,any,revenue,8,188.2493188125
purchase,2025-01-01,category,pom sh,3,any,gm,8,59.282717986852504
purchase,2025-01-01,category,pom sh,4,any,revenue,8,185.5245231625
purchase,2025-01-01,category,pom sh,4,any,gm,8,58.3933446866925
purchase,2025-01-01,category,pom sh,5,any,revenue,8,39.850136250000006
purchase,2025-01-01,category,pom sh,5,any,gm,8,13.007084472000003
purchase,2025-01-01,category,pom sh,6,any,revenue,8,0.0
purchase,2025-01-01,category,pom sh,6,any,gm,8,0.0
purchase,2025-01-01,category,pom sh,7,any,revenue,8,53.0974188625
purchase,2025-01-01,category,pom sh,7,any,gm,8,20.866697245996253
purchase,2025-01-01,category,pom sh,8,any,revenue,8,0.0
purchase,2025-01-01,category,pom sh,8,any,gm,8,0.0
purchase,2025-01-01,category,pom sh,0,same,revenue,8,123.63760217625
purchase,2025-01-01,category,pom sh,0,same,gm,8,37.171287465483005
purchase,2025-01-01,category,pom sh,1,same,revenue,8,74.2506812
purchase,2025-01-01,category,pom sh,1,same,gm,8,24.235422343680003
purchase,2025-01-01,category,pom sh,2,same,revenue,8,71.52588555
purchase,2025-01-01,category,pom sh,2,same,gm,8,23.346049043520004
purchase,2025-01-01,category,pom sh,3,same,revenue,8,121.93460490000001
purchase,2025-01-01,category,pom sh,3,same,gm,8,39.799455039360005
purchase,2025-01-01,category,pom sh,4,same,revenue,8,119.20980925
purchase,2025-01-01,category,pom sh,4,same,gm,8,38.9100817392
purchase,2025-01-01,category,pom sh,5,same,revenue,8,39.850136250000006
purchase,2025-01-01,category,pom sh,5,same,gm,8,13.007084472000003
purchase,2025-01-01,category,pom sh,6,same,revenue,8,0.0
purchase,2025-01-01,category,pom sh,6,same,gm,8,0.0
purchase,2025-01-01,category,pom sh,7,same,revenue,8,53.0974188625
purchase,2025-01-01,category,pom sh,7,same,gm,8,20.866697245996253
purchase,2025-01-01,category,pom sh,8,same,revenue,8,0.0
purchase,2025-01-01,category,pom sh,8,same,gm,8,0.0
purchase,2025-01-01,category,"pom sh, otc sh",0,any,revenue,2,122.6158038
purchase,2025-01-01,category,"pom sh, otc sh",0,any,gm,2,46.04836511709
purchase,2025-01-01,category,"pom sh, otc sh",1,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",1,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",2,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",2,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",3,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",3,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",4,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",4,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",5,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",5,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",6,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",6,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",7,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",7,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",8,any,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",8,any,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",0,same,revenue,2,122.6158038
purchase,2025-01-01,category,"pom sh, otc sh",0,same,gm,2,46.04836511709
purchase,2025-01-01,category,"pom sh, otc sh",1,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",1,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",2,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",2,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",3,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",3,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",4,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",4,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",5,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",5,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",6,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",6,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",7,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",7,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",8,same,revenue,2,0.0
purchase,2025-01-01,category,"pom sh, otc sh",8,same,gm,2,0.0
purchase,2025-01-01,category,"pom sh, otc sk",0,any,revenue,1,135.9673025
purchase,2025-01-01,category,"pom sh, otc sk",0,any,gm,1,22.189863768
purchase,2025-01-01,category,"pom sh, otc sk",1,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",1,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",2,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",2,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",3,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",3,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",4,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",4,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",5,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",5,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",6,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",6,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",7,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",7,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",8,any,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",8,any,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",0,same,revenue,1,135.9673025
purchase,2025-01-01,category,"pom sh, otc sk",0,same,gm,1,22.189863768
purchase,2025-01-01,category,"pom sh, otc sk",1,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",1,same,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",2,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",2,same,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",3,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",3,same,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",4,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",4,same,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",5,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",5,same,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",6,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",6,same,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",7,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",7,same,gm,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",8,same,revenue,1,0.0
purchase,2025-01-01,category,"pom sh, otc sk",8,same,gm,1,0.0
purchase,2025-02-01,category,pom hl,0,any,revenue,10,153.92370574
purchase,2025-02-01,category,pom hl,0,any,gm,10,39.218381476158
purchase,2025-02-01,category,pom hl,1,any,revenue,10,194.196185317
purchase,2025-02-01,category,pom hl,1,any,gm,10,51.7732261672194
purchase,2025-02-01,category,pom hl,2,any,revenue,10,297.820163522
purchase,2025-02-01,category,pom hl,2,any,gm,10,82.25268665855641
purchase,2025-02-01,category,pom hl,3,any,revenue,10,170.544959151
purchase,2025-02-01,category,pom hl,3,any,gm,10,42.9983051836842
purchase,2025-02-01,category,pom hl,4,any,revenue,10,309.727520461
purchase,2025-02-01,category,pom hl,4,any,gm,10,77.2536076362482
purchase,2025-02-01,category,pom hl,5,any,revenue,10,140.163487744
purchase,2025-02-01,category,pom hl,5,any,gm,10,32.561961854161595
purchase,2025-02-01,category,pom hl,6,any,revenue,10,297.008870395
purchase,2025-02-01,category,pom hl,6,any,gm,10,91.9866902898874
purchase,2025-02-01,category,pom hl,7,any,revenue,10,125.42952553300002
purchase,2025-02-01,category,pom hl,7,any,gm,10,39.1366023137158
purchase,2025-02-01,category,pom hl,0,same,revenue,10,153.92370574
purchase,2025-02-01,category,pom hl,0,same,gm,10,39.218381476158
purchase,2025-02-01,category,pom hl,1,same,revenue,10,194.196185317
purchase,2025-02-01,category,pom hl,1,same,gm,10,51.7732261672194
purchase,2025-02-01,category,pom hl,2,same,revenue,10,297.820163522
purchase,2025-02-01,category,pom hl,2,same,gm,10,82.25268665855641
purchase,2025-02-01,category,pom hl,3,same,revenue,10,170.544959151
purchase,2025-02-01,category,pom hl,3,same,gm,10,42.9983051836842
purchase,2025-02-01,category,pom hl,4,same,revenue,10,309.727520461
purchase,2025-02-01,category,pom hl,4,same,gm,10,77.2536076362482
purchase,2025-02-01,category,pom hl,5,same,revenue,10,140.163487744
purchase,2025-02-01,category,pom hl,5,same,gm,10,32.561961854161595
purchase,2025-02-01,category,pom hl,6,same,revenue,10,297.008870395
purchase,2025-02-01,category,pom hl,6,same,gm,10,91.9866902898874
purchase,2025-02-01,category,pom hl,7,same,revenue,10,125.42952553300002
purchase,2025-02-01,category,pom hl,7,same,gm,10,39.1366023137158
purchase,2025-02-01,category,pom sh,0,any,revenue,5,120.98092644200001
purchase,2025-02-01,category,pom sh,0,any,gm,5,39.4881743906688
purchase,2025-02-01,category,pom sh,1,any,revenue,5,40.326975482
purchase,2025-02-01,category,pom sh,1,any,gm,5,13.162724797324802
purchase,2025-02-01,category,pom sh,2,any,revenue,5,59.400544964000005
purchase,2025-02-01,category,pom sh,2,any,gm,5,19.3883378762496
purchase,2025-02-01,category,pom sh,3,any,revenue,5,78.474114446
purchase,2025-02-01,category,pom sh,3,any,gm,5,25.613950955174403
purchase,2025-02-01,category,pom sh,4,any,revenue,5,0.0
purchase,2025-02-01,category,pom sh,4,any,gm,5,0.0
purchase,2025-02-01,category,pom sh,5,any,revenue,5,140.054495928
purchase,2025-02-01,category,pom sh,5,any,gm,5,56.477057227044995
purchase,2025-02-01,category,pom sh,6,any,revenue,5,0.0
purchase,2025-02-01,category,pom sh,6,any,gm,5,0.0
purchase,2025-02-01,category,pom sh,7,any,revenue,5,0.0
purchase,2025-02-01,category,pom sh,7,any,gm,5,0.0
purchase,2025-02-01,category,pom sh,0,same,revenue,5,120.98092644200001
purchase,2025-02-01,category,pom sh,0,same,gm,5,39.4881743906688
purchase,2025-02-01,category,pom sh,1,same,revenue,5,40.326975482
purchase,2025-02-01,category,pom sh,1,same,gm,5,13.162724797324802
purchase,2025-02-01,category,pom sh,2,same,revenue,5,59.400544964000005
purchase,2025-02-01,category,pom sh,2,same,gm,5,19.3883378762496
purchase,2025-02-01,category,pom sh,3,same,revenue,5,78.474114446
purchase,2025-02-01,category,pom sh,3,same,gm,5,25.613950955174403
purchase,2025-02-01,category,pom sh,4,same,revenue,5,0.0
purchase,2025-02-01,category,pom sh,4,same,gm,5,0.0
purchase,2025-02-01,category,pom sh,5,same,revenue,5,140.054495928
purchase,2025-02-01,category,pom sh,5,same,gm,5,56.477057227044995
purchase,2025-02-01,category,pom sh,6,same,revenue,5,0.0
purchase,2025-02-01,category,pom sh,6,same,gm,5,0.0
purchase,2025-02-01,category,pom sh,7,same,revenue,5,0.0
purchase,2025-02-01,category,pom sh,7,same,gm,5,0.0
purchase,2025-03-01,category,otc hl,0,any,revenue,8,35.831062669999994
purchase,2025-03-01,category,otc hl,0,any,gm,8,17.689269981731165
purchase,2025-03-01,category,otc hl,1,any,revenue,8,0.0
purchase,2025-03-01,category,otc hl,1,any,gm,8,0.0
purchase,2025-03-01,category,otc hl,2,any,revenue,8,0.0
purchase,2025-03-01,category,otc hl,2,any,gm,8,0.0
purchase,2025-03-01,category,otc hl,3,any,revenue,8,0.0
purchase,2025-03-01,category,otc hl,3,any,gm,8,0.0
purchase,2025-03-01,category,otc hl,4,any,revenue,8,0.0
purchase,2025-03-01,category,otc hl,4,any,gm,8,0.0
purchase,2025-03-01,category,otc hl,5,any,revenue,8,0.0
purchase,2025-03-01,category,otc hl,5,any,gm,8,0.0
purchase,2025-03-01,category,otc hl,6,any,revenue,8,0.0
purchase,2025-03-01,category,otc hl,6,any,gm,8,0.0
purchase,2025-03-01,category,otc hl,0,same,revenue,8,35.831062669999994
purchase,2025-03-01,category,otc hl,0,same,gm,8,17.689269981731165
purchase,2025-03-01,category,otc hl,1,same,revenue,8,0.0
purchase,2025-03-01,category,otc hl,1,same,gm,8,0.0
purchase,2025-03-01,category,otc hl,2,same,revenue,8,0.0
purchase,2025-03-01,category,otc hl,2,same,gm,8,0.0
purchase,2025-03-01,category,otc hl,3,same,revenue,8,0.0
purchase,2025-03-01,category,otc hl,3,same,gm,8,0.0
purchase,2025-03-01,category,otc hl,4,same,revenue,8,0.0
purchase,2025-03-01,category,otc hl,4,same,gm,8,0.0
purchase,2025-03-01,category,otc hl,5,same,revenue,8,0.0
purchase,2025-03-01,category,otc hl,5,same,gm,8,0.0
purchase,2025-03-01,category,otc hl,6,same,revenue,8,0.0
purchase,2025-03-01,category,otc hl,6,same,gm,8,0.0
purchase,2025-03-01,category,otc sk,0,any,revenue,1,185.01362397999998
purchase,2025-03-01,category,otc sk,0,any,gm,1,98.846485015602
purchase,2025-03-01,category,otc sk,1,any,revenue,1,280.38147139
purchase,2025-03-01,category,otc sk,1,any,gm,1,129.97455041022602
purchase,2025-03-01,category,otc sk,2,any,revenue,1,375.74931879999997
purchase,2025-03-01,category,otc sk,2,any,gm,1,161.10261580485002
purchase,2025-03-01,category,otc sk,3,any,revenue,1,471.11716620999994
purchase,2025-03-01,category,otc sk,3,any,gm,1,192.23068119947402
purchase,2025-03-01,category,otc sk,4,any,revenue,1,0.0
purchase,2025-03-01,category,otc sk,4,any,gm,1,0.0
purchase,2025-03-01,category,otc sk,5,any,revenue,1,0.0
purchase,2025-03-01,category,otc sk,5,any,gm,1,0.0
purchase,2025-03-01,category,otc sk,6,any,revenue,1,0.0
purchase,2025-03-01,category,otc sk,6,any,gm,1,0.0
purchase,2025-03-01,category,otc sk,0,same,revenue,1,89.64577657
purchase,2025-03-01,category,otc sk,0,same,gm,1,67.718419620978
purchase,2025-03-01,category,otc sk,1,same,revenue,1,0.0
purchase,2025-03-01,category,otc sk,1,same,gm,1,0.0
purchase,2025-03-01,category,otc sk,2,same,revenue,1,0.0
purchase,2025-03-01,category,otc sk,2,same,gm,1,0.0
purchase,2025-03-01,category,otc sk,3,same,revenue,1,0.0
purchase,2025-03-01,category,otc sk,3,same,gm,1,0.0
purchase,2025-03-01,category,otc sk,4,same,revenue,1,0.0
purchase,2025-03-01,category,otc sk,4,same,gm,1,0.0
purchase,2025-03-01,category,otc sk,5,same,revenue,1,0.0
purchase,2025-03-01,category,otc sk,5,same,gm,1,0.0
purchase,2025-03-01,category,otc sk,6,same,revenue,1,0.0
purchase,2025-03-01,category,otc sk,6,same,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",0,any,revenue,1,127.520436
purchase,2025-03-01,category,"otc sk, otc hl",0,any,gm,1,48.1644686772
purchase,2025-03-01,category,"otc sk, otc hl",1,any,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",1,any,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",2,any,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",2,any,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",3,any,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",3,any,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",4,any,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",4,any,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",5,any,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",5,any,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",6,any,revenue,1,159.85739252000002
purchase,2025-03-01,category,"otc sk, otc hl",6,any,gm,1,70.787403458592
purchase,2025-03-01,category,"otc sk, otc hl",0,same,revenue,1,127.520436
purchase,2025-03-01,category,"otc sk, otc hl",0,same,gm,1,48.1644686772
purchase,2025-03-01,category,"otc sk, otc hl",1,same,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",1,same,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",2,same,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",2,same,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",3,same,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",3,same,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",4,same,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",4,same,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",5,same,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",5,same,gm,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",6,same,revenue,1,0.0
purchase,2025-03-01,category,"otc sk, otc hl",6,same,gm,1,0.0
purchase,2025-03-01,category,pom hl,0,any,revenue,41,115.84103144170734
purchase,2025-03-01,category,pom hl,0,any,gm,41,28.272198357994228
purchase,2025-03-01,category,pom hl,1,any,revenue,41,117.66697681463417
purchase,2025-03-01,category,pom hl,1,any,gm,41,26.016141890803954
purchase,2025-03-01,category,pom hl,2,any,revenue,41,140.78288031365855
purchase,2025-03-01,category,pom hl,2,any,gm,41,29.18596079071069
purchase,2025-03-01,category,pom hl,3,any,revenue,41,171.65448263
purchase,2025-03-01,category,pom hl,3,any,gm,41,37.104235863006245
purchase,2025-03-01,category,pom hl,4,any,revenue,41,195.58117898365856
purchase,2025-03-01,category,pom hl,4,any,gm,41,56.0386699044165
purchase,2025-03-01,category,pom hl,5,any,revenue,41,262.6323696707317
purchase,2025-03-01,category,pom hl,5,any,gm,41,84.96153258518532
purchase,2025-03-01,category,pom hl,6,any,revenue,41,179.43475389975612
purchase,2025-03-01,category,pom hl,6,any,gm,41,65.69622106961654
purchase,2025-03-01,category,pom hl,0,same,revenue,41,114.91725926121953
purchase,2025-03-01,category,pom hl,0,same,gm,41,27.831589820307567
purchase,2025-03-01,category,pom hl,1,same,revenue,41,117.66697681463417
purchase,2025-03-01,category,pom hl,1,same,gm,41,26.016141890803954
purchase,2025-03-01,category,pom hl,2,same,revenue,41,140.78288031365855
purchase,2025-03-01,category,pom hl,2,same,gm,41,29.18596079071069
purchase,2025-03-01,category,pom hl,3,same,revenue,41,171.65448263
purchase,2025-03-01,category,pom hl,3,same,gm,41,37.104235863006245
purchase,2025-03-01,category,pom hl,4,same,revenue,41,195.05615738463416
purchase,2025-03-01,category,pom hl,4,same,gm,41,55.67136479373903
purchase,2025-03-01,category,pom hl,5,same,revenue,41,261.25003432146343
purchase,2025-03-01,category,pom hl,5,same,gm,41,83.9760328177695
purchase,2025-03-01,category,pom hl,6,same,revenue,41,178.5774401495122
purchase,2025-03-01,category,pom hl,6,same,gm,41,65.07802641287817
purchase,2025-03-01,category,"pom hl, otc hl",0,any,revenue,3,439.32788373
purchase,2025-03-01,category,"pom hl, otc hl",0,any,gm,3,66.15296094260266
purchase,2025-03-01,category,"pom hl, otc hl",1,any,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",1,any,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",2,any,revenue,3,533.2425068
purchase,2025-03-01,category,"pom hl, otc hl",2,any,gm,3,108.51770208501
purchase,2025-03-01,category,"pom hl, otc hl",3,any,revenue,3,334.6957311666667
purchase,2025-03-01,category,"pom hl, otc hl",3,any,gm,3,61.66061762111334
purchase,2025-03-01,category,"pom hl, otc hl",4,any,revenue,3,715.6221616666667
purchase,2025-03-01,category,"pom hl, otc hl",4,any,gm,3,182.14131697910338
purchase,2025-03-01,category,"pom hl, otc hl",5,any,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",5,any,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",6,any,revenue,3,466.118499
purchase,2025-03-01,category,"pom hl, otc hl",6,any,gm,3,132.61187077648
purchase,2025-03-01,category,"pom hl, otc hl",0,same,revenue,3,411.2624886333333
purchase,2025-03-01,category,"pom hl, otc hl",0,same,gm,3,61.60075385792334
purchase,2025-03-01,category,"pom hl, otc hl",1,same,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",1,same,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",2,same,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",2,same,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",3,same,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",3,same,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",4,same,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",4,same,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",5,same,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",5,same,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",6,same,revenue,3,0.0
purchase,2025-03-01,category,"pom hl, otc hl",6,same,gm,3,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",0,any,revenue,1,682.5613079
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",0,any,gm,1,397.97874659289334
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",1,any,revenue,1,815.2588556
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",1,any,gm,1,494.51621254464334
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",2,any,revenue,1,1278.2016349
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",2,any,gm,1,630.7139782147033
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",3,any,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",3,any,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",4,any,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",4,any,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",5,any,revenue,1,1739.8864174999999
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",5,any,gm,1,892.9509347315034
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",6,any,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",6,any,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",0,same,revenue,1,682.5613079
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",0,same,gm,1,397.97874659289334
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",1,same,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",1,same,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",2,same,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",2,same,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",3,same,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",3,same,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",4,same,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",4,same,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",5,same,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",5,same,gm,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",6,same,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, otc sk, otc hl",6,same,gm,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",0,any,revenue,1,272.2070845
purchase,2025-03-01,category,"pom hl, pom sh",0,any,gm,1,84.41141690345
purchase,2025-03-01,category,"pom hl, pom sh",1,any,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",1,any,gm,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",2,any,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",2,any,gm,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",3,any,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",3,any,gm,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",4,any,revenue,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",4,any,gm,1,0.0
purchase,2025-03-01,category,"pom hl, pom sh",5,any,revenue,1,0.0
